"Income","Age_Gap","NumChildren","NumDivorce","DiffLanguage","DiffAddress","PreviousImmigrationProblem","CriminalHistory","TooManyChildren","TooLowIncome","TooManyDivorce","BigAgeGap","FraudAlerted"
21731.16,2,3,0,0,0,0,0,0,0,0,0,"False"
59861.13,2,1,0,0,0,0,0,0,0,0,0,"False"
37956.87,0,2,0,0,0,0,0,0,0,0,0,"False"
56760.95,1,2,0,0,0,0,0,0,0,0,0,"False"
17512.68,1,4,0,0,0,0,0,0,0,0,0,"False"
82278.82,1,4,0,0,0,0,0,0,0,0,0,"False"
48034.38,2,2,0,0,0,0,0,0,0,0,0,"False"
42479.17,0,4,0,0,0,0,0,0,0,0,0,"False"
45487.67,2,3,0,0,0,0,0,0,0,0,0,"False"
53571.68,0,3,0,0,0,0,0,0,0,0,0,"False"
87094.63,2,5,0,0,0,0,0,1,0,0,0,"False"
64496.7,1,3,0,0,0,0,0,0,0,0,0,"False"
52103.1,1,1,0,0,0,0,0,0,0,0,0,"False"
24381.48,0,0,0,0,0,0,0,0,0,0,0,"False"
18373.98,1,1,0,0,0,0,0,0,0,0,0,"False"
45254.14,2,0,0,0,0,0,0,0,0,0,0,"False"
70165.95,0,1,0,0,0,0,0,0,0,0,0,"False"
43473.87,0,0,0,0,0,1,0,0,0,0,0,"False"
42080,1,1,0,0,0,0,0,0,0,0,0,"False"
88523.45,3,2,0,0,0,0,0,0,0,0,0,"False"
12925.46,0,0,0,0,0,0,0,0,1,0,0,"False"
35276.3,1,2,0,0,0,0,0,0,0,0,0,"False"
47917.11,1,2,0,0,0,0,0,0,0,0,0,"False"
79366.99,1,1,0,0,0,0,0,0,0,0,0,"False"
34854.41,0,5,0,0,0,0,0,1,0,0,0,"False"
75404.47,1,4,0,0,0,0,0,0,0,0,0,"False"
3906.06,4,1,0,1,0,1,1,0,1,0,0,"True"
71790.59,1,2,0,0,0,0,0,0,0,0,0,"False"
46855.72,1,2,0,0,0,1,0,0,0,0,0,"False"
232.58,2,5,0,0,0,0,0,1,1,0,0,"True"
62783.21,2,2,0,0,0,0,0,0,0,0,0,"False"
50656.3,0,3,0,0,0,0,0,0,0,0,0,"False"
62297.79,0,2,0,0,0,0,0,0,0,0,0,"False"
24904.97,1,2,0,0,0,0,0,0,0,0,0,"False"
62752.32,2,2,0,0,0,0,0,0,0,0,0,"False"
50928.82,1,5,0,0,0,0,0,1,0,0,0,"False"
19153.72,1,2,0,0,0,0,0,0,0,0,0,"False"
31852.98,1,4,0,0,0,0,0,0,0,0,0,"False"
35793.66,0,3,0,0,0,0,0,0,0,0,0,"False"
40606.88,1,2,0,0,0,0,0,0,0,0,0,"False"
48181.12,2,5,0,0,0,0,0,1,0,0,0,"False"
53309.14,1,1,0,0,0,0,0,0,0,0,0,"False"
13093.06,2,0,0,0,0,0,0,0,1,0,0,"False"
63508.5,7,3,0,0,0,1,1,0,0,0,0,"True"
23741.33,1,1,0,0,0,0,0,0,0,0,0,"False"
49952.82,1,0,0,0,0,0,0,0,0,0,0,"False"
51311.87,0,0,0,0,0,0,0,0,0,0,0,"False"
21933.8,1,1,0,0,0,0,0,0,0,0,0,"False"
41494.55,0,0,0,0,0,0,0,0,0,0,0,"False"
20979.49,0,3,0,0,0,0,0,0,0,0,0,"False"
30281.63,1,5,0,0,0,0,0,1,0,0,0,"False"
21008.23,1,0,0,0,0,0,0,0,0,0,0,"False"
29008.95,0,3,0,0,0,0,0,0,0,0,0,"False"
59372.69,1,4,0,0,0,0,0,0,0,0,0,"False"
93294.93,0,1,0,0,0,0,0,0,0,0,0,"False"
33545.74,0,0,0,0,0,0,0,0,0,0,0,"False"
18609.32,1,0,0,0,0,0,0,0,0,0,0,"False"
128728.97,21,5,0,1,0,0,0,1,0,0,1,"True"
57881.53,1,1,0,0,0,0,0,0,0,0,0,"False"
69732.11,1,0,0,0,0,0,0,0,0,0,0,"False"
72951.49,1,2,0,0,0,1,0,0,0,0,0,"False"
37470.7,0,2,0,0,0,0,0,0,0,0,0,"False"
18563.37,1,1,0,0,0,0,0,0,0,0,0,"False"
10211.86,1,0,0,0,0,0,0,0,1,0,0,"False"
45089.36,2,2,0,0,0,0,0,0,0,0,0,"False"
16001.79,1,2,0,0,0,0,0,0,0,0,0,"False"
107366.5,0,1,0,0,0,0,0,0,0,0,0,"False"
26392.72,1,3,0,0,0,0,0,0,0,0,0,"False"
51511.65,1,0,0,0,0,0,0,0,0,0,0,"False"
88639.01,2,0,0,0,0,0,0,0,0,0,0,"True"
37468.91,0,1,0,0,0,0,0,0,0,0,0,"False"
56028.08,2,2,0,0,0,0,0,0,0,0,0,"False"
27258.6,1,1,0,0,0,0,0,0,0,0,0,"False"
23213.79,0,2,0,0,0,0,0,0,0,0,0,"False"
28208.12,1,3,0,0,0,0,0,0,0,0,0,"False"
33584.92,1,4,0,0,0,0,0,0,0,0,0,"False"
92010.77,1,1,0,0,0,0,0,0,0,0,0,"False"
65342.51,0,1,0,0,0,0,0,0,0,0,0,"False"
19301.71,0,3,0,0,0,0,0,0,0,0,0,"False"
35804.9,1,2,0,0,0,0,0,0,0,0,0,"False"
39781.01,0,2,0,0,0,0,0,0,0,0,0,"False"
98427.85,1,3,0,0,0,0,1,0,0,0,0,"True"
51957.26,1,2,0,0,0,0,0,0,0,0,0,"False"
78458.03,1,2,0,0,0,0,0,0,0,0,0,"True"
61384.94,24,5,0,0,1,0,0,1,0,0,1,"True"
37618.99,1,4,0,0,0,0,0,0,0,0,0,"False"
49824.83,0,2,0,0,0,0,0,0,0,0,0,"False"
57728.67,0,1,0,0,0,0,0,0,0,0,0,"False"
27290.23,1,6,0,0,0,0,1,1,0,0,0,"True"
28769.31,1,4,0,0,0,0,0,0,0,0,0,"False"
73549.29,2,1,0,0,0,0,0,0,0,0,0,"False"
49515.6,1,1,0,0,0,0,0,0,0,0,0,"False"
57985.09,1,2,0,0,0,0,0,0,0,0,0,"False"
53461.87,0,0,0,0,0,0,0,0,0,0,0,"False"
76875.61,2,4,0,0,0,0,0,0,0,0,0,"False"
103171.02,0,5,0,0,0,0,0,1,0,0,0,"False"
37169.73,1,4,0,0,0,0,0,0,0,0,0,"False"
21422.5,1,4,0,0,0,0,0,0,0,0,0,"False"
49701.69,1,2,0,0,0,0,0,0,0,0,0,"False"
37814.16,0,2,0,0,0,0,0,0,0,0,0,"False"
72224.25,1,1,0,0,0,0,0,0,0,0,0,"False"
40811.71,0,0,0,0,0,0,0,0,0,0,0,"False"
18104.32,0,3,0,0,0,0,0,0,0,0,0,"False"
54140.37,1,3,0,0,0,0,0,0,0,0,0,"False"
96595.92,2,0,0,0,0,0,0,0,0,0,0,"False"
61793.86,0,2,0,0,0,0,0,0,0,0,0,"False"
24576.54,1,4,0,0,0,0,0,0,0,0,0,"False"
34260.61,1,2,0,0,0,0,0,0,0,0,0,"False"
31518,1,1,0,0,0,0,0,0,0,0,0,"False"
19819.72,1,3,0,0,0,1,0,0,0,0,0,"False"
44616.75,1,1,0,0,0,0,0,0,0,0,0,"False"
60250.53,2,3,0,0,0,0,0,0,0,0,0,"False"
34093.2,1,0,0,0,0,0,0,0,0,0,0,"False"
69226.2,1,1,0,0,0,0,0,0,0,0,0,"False"
86893.32,0,2,0,0,0,0,0,0,0,0,0,"False"
26249.3,2,2,0,0,0,0,0,0,0,0,0,"False"
87924.45,1,5,0,0,0,0,0,1,0,0,0,"False"
69564.53,3,4,0,0,0,0,0,0,0,0,0,"False"
38021.24,1,5,0,0,0,0,0,1,0,0,0,"False"
41915.99,0,2,0,0,0,0,0,0,0,0,0,"False"
62983.9,1,2,0,0,0,0,0,0,0,0,0,"False"
83137.12,2,1,0,0,0,0,0,0,0,0,0,"False"
54166.86,21,1,0,0,0,1,1,0,0,0,1,"True"
11895.84,0,4,0,0,0,0,0,0,1,0,0,"False"
57599.76,0,2,0,0,0,0,0,0,0,0,0,"False"
59046.91,34,5,0,0,1,0,0,1,0,0,1,"True"
59466.06,1,3,0,0,0,0,0,0,0,0,0,"False"
49870.21,0,0,0,0,0,0,0,0,0,0,0,"False"
33919.93,1,2,0,0,0,0,0,0,0,0,0,"False"
81467.96,1,4,0,0,0,0,0,0,0,0,0,"False"
79064.54,1,4,0,0,0,0,0,0,0,0,0,"False"
20213.75,1,1,0,0,0,0,0,0,0,0,0,"False"
24083.12,2,0,0,0,0,0,0,0,0,0,0,"False"
61063.08,1,4,0,0,0,0,0,0,0,0,0,"False"
47281.28,1,6,0,0,0,0,0,1,0,0,0,"False"
55363.89,0,0,0,0,0,0,0,0,0,0,0,"False"
101046.14,2,0,0,0,0,1,0,0,0,0,0,"False"
40488.25,1,0,0,0,0,0,0,0,0,0,0,"False"
64713.57,0,1,0,0,0,0,0,0,0,0,0,"False"
12181.9,1,3,0,0,0,0,0,0,1,0,0,"False"
56419.15,0,6,0,0,0,0,0,1,0,0,0,"False"
74336.27,2,1,0,0,0,0,0,0,0,0,0,"False"
52593.55,1,3,0,0,0,0,0,0,0,0,0,"False"
50140.31,1,1,0,0,0,0,0,0,0,0,0,"False"
31535.95,1,4,0,0,0,0,0,0,0,0,0,"False"
59006.01,1,1,0,0,0,0,0,0,0,0,0,"False"
53492.05,1,0,0,0,0,0,0,0,0,0,0,"False"
65219.62,2,4,0,0,0,0,0,0,0,0,0,"False"
49550.61,2,1,0,0,0,0,0,0,0,0,0,"False"
62508.12,1,0,0,0,0,1,0,0,0,0,0,"False"
26777.01,0,3,0,0,0,0,0,0,0,0,0,"False"
44152,2,3,0,0,0,0,0,0,0,0,0,"False"
59203,29,5,0,0,1,0,1,1,0,0,1,"True"
32611.21,0,4,0,0,0,0,0,0,0,0,0,"False"
28071.96,1,0,0,0,0,1,0,0,0,0,0,"False"
42480.88,1,1,0,0,0,0,0,0,0,0,0,"False"
100705.78,1,3,0,0,0,0,0,0,0,0,0,"False"
31668.69,0,2,0,0,0,0,0,0,0,0,0,"False"
32783.41,0,1,0,0,0,0,0,0,0,0,0,"False"
70478.92,2,2,0,0,0,0,0,0,0,0,0,"False"
18941.33,1,2,0,0,0,0,0,0,0,0,0,"False"
27474.33,1,0,0,0,0,0,0,0,0,0,0,"False"
37197.22,0,0,0,0,0,0,0,0,0,0,0,"False"
88621.74,1,2,0,0,0,0,0,0,0,0,0,"False"
14382.43,0,0,0,0,0,0,0,0,1,0,0,"False"
65577.39,1,2,0,0,0,0,0,0,0,0,0,"False"
75563.98,1,3,0,0,0,0,0,0,0,0,0,"False"
89276.84,1,0,0,0,0,0,0,0,0,0,0,"False"
55964.23,1,1,0,0,0,0,0,0,0,0,0,"False"
16011.88,0,3,0,0,0,0,0,0,0,0,0,"False"
33034,2,2,0,0,0,0,0,0,0,0,0,"False"
81423.42,0,3,0,0,0,0,0,0,0,0,0,"False"
69411.5,0,1,0,0,0,0,0,0,0,0,0,"False"
47354.36,0,2,0,0,0,0,0,0,0,0,0,"False"
11645.79,1,2,0,0,0,0,0,0,1,0,0,"False"
45727.73,2,2,0,0,0,0,0,0,0,0,0,"False"
46435.3,0,1,0,0,0,1,0,0,0,0,0,"False"
30376.94,0,2,0,0,0,0,0,0,0,0,0,"False"
64438.66,2,0,0,0,0,0,0,0,0,0,0,"False"
61160.71,1,2,0,0,0,0,0,0,0,0,0,"False"
25836.72,0,2,0,0,0,0,0,0,0,0,0,"False"
49984.47,0,4,0,0,0,0,0,0,0,0,0,"False"
27086.8,3,4,0,0,0,0,0,0,0,0,0,"False"
72261.11,0,2,0,0,0,0,0,0,0,0,0,"False"
72491.12,0,1,0,0,0,0,0,0,0,0,0,"False"
33857.7,1,2,0,0,0,0,0,0,0,0,0,"False"
28169.42,1,1,0,0,0,0,0,0,0,0,0,"False"
37095.96,0,0,0,0,0,0,0,0,0,0,0,"False"
22894.8,1,1,0,0,0,0,0,0,0,0,0,"False"
38777.45,1,1,0,0,0,0,0,0,0,0,0,"False"
19570.19,3,4,0,0,0,0,0,0,0,0,0,"False"
29605.53,1,6,0,0,0,0,0,1,0,0,0,"False"
56547.27,2,4,0,0,0,0,0,0,0,0,0,"False"
62344.1,0,2,0,0,0,0,0,0,0,0,0,"False"
87166.52,1,3,0,0,0,0,0,0,0,0,0,"False"
59534.23,17,1,0,0,0,0,0,0,0,0,1,"True"
43744.45,0,0,0,0,0,0,0,0,0,0,0,"False"
20220.08,1,2,0,0,0,0,0,0,0,0,0,"False"
11248.56,1,5,0,0,0,1,0,1,1,0,0,"False"
52212.64,2,0,0,0,0,0,0,0,0,0,0,"False"
17311.47,0,1,0,0,0,0,0,0,0,0,0,"False"
29048.67,2,0,0,0,0,0,0,0,0,0,0,"False"
54446.65,1,2,0,0,0,0,0,0,0,0,0,"False"
89009.51,1,2,0,0,0,0,0,0,0,0,0,"False"
49749.06,0,2,0,0,0,0,0,0,0,0,0,"False"
29634.75,1,3,0,0,0,0,0,0,0,0,0,"False"
33038.93,1,1,0,0,0,0,0,0,0,0,0,"False"
23288.85,1,3,0,0,0,0,0,0,0,0,0,"False"
91112.23,0,1,0,0,0,0,0,0,0,0,0,"False"
11335.73,0,1,0,0,0,0,0,0,1,0,0,"False"
60332.81,0,3,0,0,0,0,0,0,0,0,0,"False"
39231.21,1,4,0,0,0,0,0,0,0,0,0,"False"
75701.12,1,1,0,0,0,0,0,0,0,0,0,"False"
70561.29,1,2,0,0,0,0,0,0,0,0,0,"False"
38076.83,1,3,0,0,0,0,0,0,0,0,0,"False"
10836.24,1,1,0,0,0,0,0,0,1,0,0,"False"
48955.8,0,1,0,0,0,0,0,0,0,0,0,"False"
51635.45,1,3,0,0,0,0,0,0,0,0,0,"False"
50643.69,1,4,0,0,0,0,0,0,0,0,0,"False"
37904.65,1,1,0,0,0,0,0,0,0,0,0,"False"
67144.12,0,0,0,0,0,0,0,0,0,0,0,"False"
54798.77,1,4,0,0,0,0,0,0,0,0,0,"True"
13868.43,0,1,0,0,0,0,0,0,1,0,0,"False"
13194.31,0,0,0,0,0,0,0,0,1,0,0,"False"
73098.26,1,2,0,0,0,0,0,0,0,0,0,"False"
70711.92,2,3,0,0,0,0,0,0,0,0,0,"False"
50829.62,1,3,0,0,0,0,0,0,0,0,0,"False"
32601.65,0,0,0,0,0,0,0,0,0,0,0,"False"
82259.94,1,0,0,0,0,0,0,0,0,0,0,"False"
84146.63,0,1,0,0,0,0,0,0,0,0,0,"False"
49660.48,1,2,0,0,0,0,0,0,0,0,0,"False"
72149.4,1,3,0,0,0,0,0,0,0,0,0,"False"
60494.14,1,3,0,0,0,0,0,0,0,0,0,"False"
70799.69,1,0,0,0,0,0,0,0,0,0,0,"False"
58405.19,1,0,0,0,0,0,0,0,0,0,0,"False"
50925.51,0,1,0,0,0,0,0,0,0,0,0,"False"
50463.19,1,2,0,0,0,0,0,0,0,0,0,"False"
61728.48,0,0,0,0,0,0,0,0,0,0,0,"False"
72702.76,0,0,0,0,0,0,0,0,0,0,0,"False"
27373.66,0,4,0,0,0,0,0,0,0,0,0,"False"
53296.12,1,2,0,0,0,0,0,0,0,0,0,"False"
71105.08,1,4,0,0,0,0,0,0,0,0,0,"False"
88258.39,1,4,0,0,0,0,0,0,0,0,0,"False"
22956.26,1,4,0,0,0,0,0,0,0,0,0,"False"
92566.14,1,2,0,0,0,0,0,0,0,0,0,"False"
78076.93,1,2,0,0,0,0,0,0,0,0,0,"False"
61880.03,0,3,0,0,0,0,0,0,0,0,0,"False"
25081.72,1,2,0,0,0,0,0,0,0,0,0,"False"
52164.12,1,1,0,0,0,0,0,0,0,0,0,"False"
63391.32,2,1,0,0,0,0,0,0,0,0,0,"False"
69975.06,2,1,0,0,0,0,0,0,0,0,0,"False"
19378.34,1,2,0,0,0,0,0,0,0,0,0,"False"
64851.59,2,0,0,0,0,0,0,0,0,0,0,"False"
22973.78,0,0,0,0,0,0,0,0,0,0,0,"False"
45834.45,1,1,0,0,0,0,0,0,0,0,0,"False"
30349.48,0,0,0,0,0,0,0,0,0,0,0,"False"
63421.69,1,5,0,0,0,0,0,1,0,0,0,"False"
31288.12,1,1,0,0,0,0,0,0,0,0,0,"False"
13330.85,0,0,0,0,0,0,0,0,1,0,0,"False"
33218.63,1,2,0,0,0,0,0,0,0,0,0,"False"
41110.62,1,0,0,0,0,0,0,0,0,0,0,"False"
77878.85,20,5,0,0,1,1,0,1,0,0,1,"True"
15857.65,1,2,0,0,0,0,0,0,0,0,0,"False"
72441.81,0,0,0,0,0,0,0,0,0,0,0,"False"
36805.11,1,1,0,0,0,0,0,0,0,0,0,"False"
48739.73,1,3,0,0,0,0,0,0,0,0,0,"False"
41963.44,2,0,0,0,0,0,0,0,0,0,0,"False"
32339.04,0,5,0,0,0,0,0,1,0,0,0,"True"
35898.97,1,3,0,0,0,0,0,0,0,0,0,"False"
27584.72,1,0,0,0,0,0,0,0,0,0,0,"False"
23413.75,0,1,0,0,0,0,0,0,0,0,0,"False"
63070.08,2,0,0,0,0,0,0,0,0,0,0,"False"
45868.5,2,5,0,0,0,0,0,1,0,0,0,"False"
56868.85,0,4,0,0,0,0,0,0,0,0,0,"False"
41169.22,0,4,0,0,0,1,0,0,0,0,0,"False"
57107.8,0,5,0,0,0,1,0,1,0,0,0,"False"
59144.2,1,6,0,0,0,0,0,1,0,0,0,"False"
50734.47,1,5,0,0,0,0,0,1,0,0,0,"False"
47108.05,1,2,0,0,0,0,0,0,0,0,0,"False"
41227.28,1,0,0,0,0,0,0,0,0,0,0,"False"
71346.4,2,1,0,0,0,1,0,0,0,0,0,"False"
71531.05,2,3,0,0,0,0,0,0,0,0,0,"False"
